,African,Alcohol,Bakery,Barbecue,Beef,Breakfast & Brunch,Bubble Tea,Burgers,Butcher,Canadian,Caribbean,Chicken,Chinese,Coffee/Tea,Convenience,Desserts,Ethiopian,Fast food,Filipino,French,Fries,German,Gluten Free,Halal,Haute Cuisine,Healthy,Hot Dogs & Sausages,Indian,Italian,Japanese,Korean,Kosher,Lamb,Latin American,Mediterranean,Mexican,Middle Eastern,Noodles,Pet Food,Pizza,Popcorn,Pork,Pub food,Rice,Sandwiches & Subs,Seafood,Soup,Spanish,Steakhouse,Sushi,Tacos,Thai,Vegetarian,Vietnamese
Fast food,0.4079815015870583,0.4285596173865178,0.7371142745363178,0.5915745146651566,0.612110464241668,0.6719272421862905,0.45433638720040903,0.9536644128096045,0.5004922986932457,0.5280936528925003,0.41000670693495284,0.8720625145209533,0.5587363372867846,0.6199778917179283,0.5278128898066518,0.642353348434782,0.40456627415679197,0.9986051123227143,0.39707290878982393,0.49876545662519683,0.70808803087006,0.39045239829755113,0.3975374133144697,0.4022439681590928,0.39223186918895053,0.5682984948723381,0.6242867102646831,0.4650155002069083,0.5296178647023847,0.5626152393775611,0.46464385361588495,0.401545862853969,0.4289886314760659,0.4157236120940527,0.5961295489018196,0.5346819429682343,0.5215730058810195,0.5143772681691,0.4403323600624026,0.5140032662627811,0.46770974934652454,0.7194716954419825,0.5673005325605635,0.5183142442122759,0.8070251508021741,0.5697194703190974,0.49607423278264834,0.4211420491038391,0.508724168610323,0.4592968110574256,0.47041239643076505,0.4615147176073557,0.5153941863599897,0.5223140040142008
Filipino,0.38760776026825056,0.38736717718170427,0.395696017044533,0.3963006161588183,0.40165461615275555,0.39163042378761537,0.39713894543632733,0.39207372687763026,0.390063043525177,0.3895996826212353,0.387737567331739,0.40651145582057563,0.39523100442920234,0.41009086797221794,0.38948242159709956,0.3932482768637783,0.3874033851468434,0.39707290878982393,0.9986051123227143,0.39013253489085886,0.39735909988128465,0.3872816552606387,0.3874676950504813,0.38726974634017897,0.3872678838920668,0.39290393544845786,0.3912174912772003,0.39091086379821877,0.3924348007830711,0.39673030847360513,0.403129688754188,0.38726769064550726,0.38893320583808255,0.38741898492819427,0.3885144630041757,0.38941913397189637,0.3889843260975368,0.39403597551103997,0.3959723124420573,0.39036969709163155,0.3885332704642046,0.4122797765210058,0.39942328643820385,0.4664649100519301,0.39037622969980135,0.3965069699047816,0.4119528098152032,0.3875734899598975,0.3952515900849776,0.3883152258321054,0.38932557203499785,0.3914006827678213,0.38805434974529796,0.39495058949199635
French,0.39003765398152285,0.40275300606279557,0.5719713805722948,0.455359109677752,0.4704151532503774,0.6245053975695563,0.4227421819119435,0.5344762596547817,0.4775841078977055,0.43882025010940473,0.39134513295400297,0.5499358174684331,0.44759002512926227,0.5425219730546601,0.4236005009432801,0.5374742448391409,0.38812484095590316,0.49876545662519683,0.39013253489085886,0.9986051123227143,0.7037242506935697,0.3885706408304837,0.3896688838262617,0.4037627289410008,0.39075192606175074,0.48326094225505406,0.4639628602425483,0.44077186298306825,0.44614589919355624,0.44333229558982123,0.4348788895538314,0.3898440690592435,0.4075184461222839,0.40439632747648924,0.4312142186429152,0.42906858465291525,0.4422697612014157,0.44177756397669443,0.4021813058559425,0.4335386651360596,0.40079364248754235,0.47375050060795604,0.4513983100292924,0.4444669261848859,0.5031341026075942,0.45691302731733086,0.4474213907180931,0.39776058089013333,0.43425464032736905,0.40896272096979536,0.4128039739264829,0.4181233592204197,0.428438709732649,0.4464901689501769
Fries,0.3982419369346542,0.4214887447113053,0.5758246775970316,0.5300955470573998,0.5705997958558274,0.5271721410089765,0.43899148461107257,0.8682909797391397,0.4679813734263381,0.5009578119002553,0.39276773310565777,0.7654147085153336,0.4932578693381254,0.5246080602832989,0.45922280021796774,0.6139334360626846,0.3993136419025585,0.70808803087006,0.39735909988128465,0.7037242506935697,0.9986051123227143,0.39737001047647974,0.39292710458492375,0.4021678641340547,0.3920804787833981,0.5512261313071461,0.4784627975884794,0.45066191383922355,0.5028289851992126,0.4979316818638663,0.48204790343957316,0.39385839415500434,0.42886460192511544,0.42413925505304373,0.5104196259252578,0.49478702481076786,0.48472553987354033,0.47628688728886714,0.45608765483430597,0.49566875164651253,0.4268727532901715,0.6326337876322872,0.5772828871820745,0.4861417010016464,0.6042639628186598,0.5106938530573379,0.4607322870661606,0.406860103264659,0.45951628860231086,0.4248986032325184,0.4703908308611057,0.44898350522580693,0.47772755148335033,0.4778928201221308
German,0.38726708330095017,0.39737803901119667,0.39178066204142953,0.39064191994164305,0.39646537913661584,0.39251903040770847,0.44527321182027196,0.39788818204445525,0.3883892655282675,0.38873413820062697,0.38735023026351945,0.41854456124412187,0.39222601679512975,0.4247672676780316,0.38875308961810573,0.3897129788415235,0.38726708330095017,0.39045239829755113,0.3872816552606387,0.3885706408304837,0.39737001047647974,0.9986051123227143,0.3872674611106861,0.38726708330095017,0.3873144685435871,0.3901907477713585,0.38934598156413025,0.3897866519943937,0.39199251710203237,0.3940166005611499,0.3897929916551059,0.3872693896711869,0.3920125670194949,0.3877194547825195,0.39069273941741545,0.3905605172809449,0.3909628141421872,0.39194495290473425,0.38884786661371745,0.3892262347800261,0.3876261157703506,0.3947956711214113,0.38952536712777364,0.39149988210926323,0.39063502905165404,0.40400337393060076,0.39036102328367467,0.38743533296292465,0.389014597415634,0.387832768515782,0.40007924936320954,0.3916865722334389,0.39392722413588827,0.3900712540850811
Gluten Free,0.38836774530002766,0.39002804212455705,0.406100523284017,0.39848993338938743,0.40067199336406384,0.39979263929436615,0.39985014784599204,0.3973923083342921,0.39281838503157607,0.3914866936890153,0.38767668814503253,0.40098338903667247,0.3963511069804088,0.3993718118617737,0.39910131806564436,0.3937721600826487,0.387347442678104,0.3975374133144697,0.3874676950504813,0.3896688838262617,0.39292710458492375,0.3872674611106861,0.9986051123227143,0.3898594591156295,0.38740153540643124,0.4020978554837733,0.390730745631142,0.411472932432818,0.3955444499169733,0.4044436127737918,0.39174708032834393,0.38816801527985895,0.39163017754403445,0.3884991742989409,0.39101465173678973,0.3926860087612086,0.3931069141489811,0.40674453903338914,0.38865683184596095,0.43380615288194735,0.38963336203678856,0.4159088828587399,0.3955467285189756,0.42261626270946107,0.395506421129692,0.4005451970209902,0.400995981399525,0.3884939013652645,0.3899609967691584,0.3966297130188166,0.3920161327103598,0.4020738758793261,0.4104363798912097,0.41615578143808724
Halal,0.38901534813020916,0.0,0.3976965038697538,0.4186475488800697,0.432671071694495,0.3916312499415323,0.39196260381509945,0.41277551310947874,0.3917477604805187,0.391269868145788,0.3909326647216351,0.4118111250973542,0.3904660001052362,0.39925453935473065,0.3904161377821441,0.3993655025624746,0.3907620355923987,0.4022439681590928,0.38726974634017897,0.4037627289410008,0.4021678641340547,0.38726708330095017,0.3898594591156295,0.9986051123227143,0.38752924565488694,0.4029984022366848,0.38834393559799707,0.40754113523378954,0.39296491453026544,0.3966319560062122,0.4008025530091657,0.38726830362439774,0.39242323507737775,0.39868487597007574,0.4091100046072066,0.3996945031461546,0.40007526404396304,0.4019440039392968,0.38958290115027444,0.399344287810988,0.3876435877059464,0.0,0.47261031090485833,0.41492554807369436,0.3982428246926113,0.3968758941672382,0.39229353484695006,0.39756245768862,0.3900913382643465,0.38986583858048734,0.39089174729827747,0.39191967911986164,0.3911660697965826,0.39323244277163366
Haute Cuisine,0.3872760560140531,0.41003672390933366,0.4107679141559916,0.3893436500808426,0.38977215229165546,0.38928425416010964,0.38760811838223236,0.3895402217975315,0.40853389471253976,0.3890306928966289,0.38729740097439436,0.3899773086814934,0.38986938675885785,0.3887981207322363,0.38807733581785153,0.3978698644285881,0.38737710949906895,0.39223186918895053,0.3872678838920668,0.39075192606175074,0.3920804787833981,0.3873144685435871,0.38740153540643124,0.38752924565488694,0.9986051123227143,0.39041254518779395,0.39063468212158975,0.39111439363178524,0.3903279699815993,0.3894181821522948,0.3892331310101914,0.3872848254772776,0.3876061856107143,0.38828476183507193,0.3891428619831422,0.3882229886126502,0.388113811570514,0.38986118943401915,0.38763162251076205,0.39581137709317077,0.38769807330613704,0.3957190449420972,0.3889329307813154,0.3891032225767107,0.39573391152004284,0.3895699105529807,0.38998488161419603,0.3881356082265602,0.38864385913714244,0.38826428639355076,0.38872888448861814,0.38901342966252783,0.38846566693038037,0.3903458450574026
Healthy,0.4007889074359212,0.4232334752032628,0.6243230162945889,0.6049960694767894,0.6294064950287924,0.5798001915946227,0.5137913160426839,0.550435558128659,0.5576200176525736,0.4785540296533776,0.4062185728952017,0.7082808367835592,0.6475011030673415,0.5995559186531826,0.5081126811824422,0.5364807871184474,0.4015157533330736,0.5682984948723381,0.39290393544845786,0.48326094225505406,0.5512261313071461,0.3901907477713585,0.4020978554837733,0.4029984022366848,0.39041254518779395,0.9986051123227143,0.459047532956031,0.5864916246300385,0.5943299946901787,0.5996711822947676,0.47660396504247016,0.4189629311949358,0.45304564302537864,0.4112350291288507,0.6043718829058001,0.527441786633242,0.5158146379794047,0.6502267626804555,0.4274883799681778,0.5423917806157508,0.43322572830266365,0.5973519746215666,0.5304036180914623,0.6233320817605427,0.6028591764599455,0.6584527683561728,0.6099477026440016,0.43358795803801964,0.492900815000744,0.4683171823148909,0.48872205071893016,0.5530318705697395,0.5445056584741789,0.6592587319676179
Hot Dogs & Sausages,0.3917746956963739,0.41286099433005136,0.7207568000699834,0.45150434197102685,0.464794697672927,0.8344295287285503,0.41521138539983804,0.5433164814369437,0.44413807157869456,0.4558050893777847,0.39361145275998627,0.5312990943622813,0.4373394658734549,0.540271049677735,0.45822761796625966,0.4827381748800585,0.3880741571140375,0.6242867102646831,0.3912174912772003,0.4639628602425483,0.4784627975884794,0.38934598156413025,0.390730745631142,0.38834393559799707,0.39063468212158975,0.459047532956031,0.9986051123227143,0.4138212012686738,0.45843537945849316,0.4440712818580849,0.44387104419070145,0.38871822682430546,0.39903090825574034,0.4099501768380805,0.42697990739968905,0.4427087049438592,0.4220674829130408,0.4387169444254701,0.4242880787814464,0.486167713004607,0.40446233704428897,0.5436689771728772,0.4458034400505287,0.436910909151991,0.5324832423232173,0.4387529633841418,0.4312047944819313,0.39774489525411766,0.4373536001728951,0.4087956333995544,0.40880876059944915,0.4186806894335842,0.41147213944803585,0.4479511360895282
Indian,0.43200528581214137,0.40373880806383916,0.48681896666300084,0.46117430741820936,0.526751258129008,0.5159386271237777,0.4116113348181682,0.463133301689595,0.4673060420744573,0.42077634663602054,0.3962960609701904,0.7140267685867863,0.5034927937997757,0.51030760686885,0.42550932002336944,0.45626993107328606,0.3995430259569172,0.4650155002069083,0.39091086379821877,0.44077186298306825,0.45066191383922355,0.3897866519943937,0.411472932432818,0.40754113523378954,0.39111439363178524,0.5864916246300385,0.4138212012686738,0.9986051123227143,0.4720923591959195,0.46485297148689314,0.4205346074250229,0.3880347517183821,0.6319919729653398,0.40032532339916527,0.46132952108011277,0.43820029221720025,0.5150009265844341,0.5402907680090969,0.404181080110526,0.4852418932300408,0.39865286116867893,0.4504204389215769,0.4465317266494944,0.767594690715677,0.4913464943144676,0.5149903260737277,0.4612158699886211,0.3983830389059831,0.41718549252309023,0.42040993265396154,0.41809760679235325,0.4649597556434783,0.5801540425203233,0.4640816606430695
Italian,0.3926383552539142,0.41813912691479604,0.5185102298343598,0.5367433737015617,0.5325126950614061,0.5177555309098181,0.4184727397475502,0.5274178516754723,0.45147886265964393,0.4776739455016145,0.3961999119447688,0.631166641975128,0.496304801526516,0.48919980558228365,0.44162410227672827,0.5159532558861016,0.3927222835253259,0.5296178647023847,0.3924348007830711,0.44614589919355624,0.5028289851992126,0.39199251710203237,0.3955444499169733,0.39296491453026544,0.3903279699815993,0.5943299946901787,0.45843537945849316,0.4720923591959195,0.9986051123227143,0.4902607886839555,0.4341988764531198,0.3892468608174023,0.4162760777310612,0.41329312554115744,0.6905534856121676,0.46316986865769194,0.46817794558841885,0.4886877335434339,0.4460052472169558,0.8128636449363166,0.4139583166866094,0.6248369211273542,0.5948449109085934,0.4921830306299311,0.5680669649429522,0.533393493669745,0.47720218838059647,0.4113809191443349,0.47267363172927024,0.42919167799271285,0.44946386804165184,0.46788291550604816,0.5029392221207231,0.49033024314865464
Japanese,0.39219275388179164,0.41193466727029077,0.5849476568259061,0.5505211446396056,0.7729174120669505,0.5115295786176558,0.5537743135065831,0.5173022415634525,0.5075190880731144,0.44593445326701925,0.39516239077337245,0.6955880657273564,0.6146426030128792,0.5918629799285703,0.44206417831790046,0.4928295452457916,0.3961098711007024,0.5626152393775611,0.39673030847360513,0.44333229558982123,0.4979316818638663,0.3940166005611499,0.4044436127737918,0.3966319560062122,0.3894181821522948,0.5996711822947676,0.4440712818580849,0.46485297148689314,0.4902607886839555,0.9986051123227143,0.5516635744783442,0.3891802249926666,0.44847702423910824,0.41715238775255803,0.4744895367572225,0.471994106565629,0.4719930706768114,0.5881683983566268,0.4372131941116556,0.4674026249583249,0.41853191236577525,0.5676988293644336,0.47070244502485736,0.6389238253008555,0.5382132749216231,0.9196102147792681,0.6366972000677407,0.4097788753329048,0.49455102970036285,0.8762244037615654,0.4444657019673528,0.5205872693184804,0.5276058219678111,0.5708285378583837
Korean,0.3919656186609067,0.3996143656226837,0.4809737237212859,0.5433704675500247,0.5521943171845631,0.44577162670502757,0.4590800946220154,0.44363735117816294,0.41995401405130905,0.418531386781474,0.40022066082142005,0.6254066498016019,0.5141438653694255,0.4682733581576731,0.41423726431614843,0.4258932032709487,0.3929849443195425,0.46464385361588495,0.403129688754188,0.4348788895538314,0.48204790343957316,0.3897929916551059,0.39174708032834393,0.4008025530091657,0.3892331310101914,0.47660396504247016,0.44387104419070145,0.4205346074250229,0.4341988764531198,0.5516635744783442,0.9986051123227143,0.38869171153154597,0.40854709358510094,0.40976577603718045,0.4211183698582437,0.42069759677409346,0.43192539724466367,0.5192374101371735,0.4723523249771351,0.4244513437758323,0.39943069144080584,0.5005270770398402,0.4500447668348598,0.5466623016529172,0.44852375851361453,0.5076225651314692,0.5313817315682956,0.39863434113276136,0.41778329033009415,0.4514629152979515,0.4123329959332704,0.4422265947832495,0.43368173968663737,0.5494728751356257
Kosher,0.38727463791188455,0.38741517867601155,0.392869676658527,0.3891742260723947,0.396765953318484,0.39024407829687136,0.390311542290823,0.39212784616870244,0.3881754174752973,0.3884320271053078,0.3873094615518512,0.404228441431981,0.3895146605328581,0.392924202422523,0.3881890864555103,0.3928368894105447,0.38726708330095017,0.401545862853969,0.38726769064550726,0.3898440690592435,0.39385839415500434,0.3872693896711869,0.38816801527985895,0.38726830362439774,0.3872848254772776,0.4189629311949358,0.38871822682430546,0.3880347517183821,0.3892468608174023,0.3891802249926666,0.38869171153154597,0.9986051123227143,0.3874127097125917,0.3876310874528952,0.39000783607246114,0.38902890080446906,0.38983651704545674,0.39351151864899286,0.39408705659760207,0.38949527485073937,0.3875885982179048,0.0,0.38884940067041046,0.3930610055994702,0.4227492268469461,0.38892909530519465,0.3921875875110952,0.3877471508944843,0.39452723051812977,0.38799619813838887,0.38910434234264235,0.393860929203574,0.3899956223047458,0.3926811190709316
Lamb,0.3998289148026051,0.40191540106145285,0.42291402836458336,0.4204300739523132,0.56161918077486,0.4165139957943156,0.4065265049921736,0.43196385454261965,0.4182450264818311,0.40370141976329665,0.39532341472134586,0.5165567659000567,0.43261193194269804,0.46832914443490625,0.3979251005817122,0.40851946179267234,0.4135746969041351,0.4289886314760659,0.38893320583808255,0.4075184461222839,0.42886460192511544,0.3920125670194949,0.39163017754403445,0.39242323507737775,0.3876061856107143,0.45304564302537864,0.39903090825574034,0.6319919729653398,0.4162760777310612,0.44847702423910824,0.40854709358510094,0.3874127097125917,0.9986051123227143,0.393576357482165,0.46658473411829854,0.4046746809575366,0.5331822391470442,0.42624663145619424,0.39446774633550435,0.41187382953696383,0.3925626807137512,0.4275335919683053,0.4118366119261595,0.508345851537767,0.4740311647699191,0.4587405515907155,0.4255785121859378,0.3929345286388008,0.40735336837777375,0.4079669827589725,0.3975540636782714,0.419168697369547,0.41210612472215363,0.42849431124730625
Latin American,0.3883246740178678,0.39176131995832525,0.4205216822241409,0.4099839076665369,0.4232963609868175,0.41068764885948744,0.39590630768634893,0.4099344214827458,0.4044499688617345,0.4110391306936329,0.3895048956464631,0.4275906915493038,0.40925280059113756,0.42339133344318797,0.40482188887158793,0.40900843178063667,0.3875141547094253,0.4157236120940527,0.38741898492819427,0.40439632747648924,0.42413925505304373,0.3877194547825195,0.3884991742989409,0.39868487597007574,0.38828476183507193,0.4112350291288507,0.4099501768380805,0.40032532339916527,0.41329312554115744,0.41715238775255803,0.40976577603718045,0.3876310874528952,0.393576357482165,0.9986051123227143,0.3994392776535411,0.562461890100207,0.3972953798905308,0.4082926309508326,0.3940893883870244,0.4006030060604896,0.3913929631321983,0.42719974575167124,0.4031746643800047,0.42049052466965986,0.4103567088577732,0.42701631886902336,0.4077701196369968,0.48065766129689813,0.4013713033809822,0.399784079435262,0.5262828178137948,0.42048160754033637,0.4118013731540092,0.4081768632383948
Mediterranean,0.39366418800625924,0.4099840734264668,0.48665802451919293,0.5061197418596481,0.5297484125414825,0.4790315103602061,0.4215460708589017,0.4882853489389284,0.4355258807405966,0.4660759373923137,0.39299342174298507,0.5803394966063186,0.4619496332268418,0.5491418420213038,0.4263859697760012,0.46950466655136674,0.3938048578288279,0.5961295489018196,0.3885144630041757,0.4312142186429152,0.5104196259252578,0.39069273941741545,0.39101465173678973,0.4091100046072066,0.3891428619831422,0.6043718829058001,0.42697990739968905,0.46132952108011277,0.6905534856121676,0.4744895367572225,0.4211183698582437,0.39000783607246114,0.46658473411829854,0.3994392776535411,0.9986051123227143,0.44767889697351293,0.6494519691130468,0.46236661447616423,0.4094092304082842,0.5568693749242412,0.4037166477408223,0.5348542315314392,0.4857571725022514,0.482854093604867,0.620985177955054,0.4923173960148051,0.4530484032663862,0.40559285376063825,0.4516444576614199,0.4246236351343028,0.4324230170689007,0.4423611609493371,0.49270230331756865,0.46691718547662076
